Artista,Cancion,Lyrics,Etiqueta,Expresion
arcangel,Mi Testimonio 893615,"

Papi, tú ere' el mejor cantante
Desde ante' de yo nacer somo' los mejore', pa'
Papi, nadie puede con nosotro', somo' muy fuerte desde siempre
Tu historia nunca va a cambiar nunca, prra

Cargo con mi familia como lo hizo Cristo con la cruz
Con Él me identifico, le llaman Jesús
Me lo dio todo sin exigirme nada
Y cuida muy bien de mí, también de mi manada
Me siento solo y eso no lo cambia mi riqueza
No te miento, a veces extraño la pobreza
Era feliz sin problemas ni drama en mi cabeza
Mil emociones, las pondré todas sobre la mesa
Que no todo es gloria, aquí no todo es risa
Y hay que vivir la vida, la muerte viene a prisa
Okay, la fama es buena, a veces muy mala
Y te da muchas cosas, pero también te sala
Aprendí que si quiero algo tengo que luchar
Aprendí a observar, escuchar y callar
Que el envidioso acecha y se molesta
Te abraza y te saluda (Por dentro te detesta)

Sigo en mi callejón envuelto
De ahí nadie me podrá sacar
Siempre fino y pa' chota, preso
Así se me enseñó a pensar

Manito, tranquilo, que estamo' aquí
Cumpliendo lo que nos toca sin tener que chotear a nadie
Porque somos varón y no le tememo' a la oscuridad
De aquí salimo' en horone'
Y recuerda: vamos a muerte ahora, pana, porque ya yo no bajo
Yo soy de La Calma, prra

Gracias al padre y al hijo yo sigo aquí
Me cubrió con su manto el Espíritu Santo
Miles problemas llegaron y resolví
Fui muy firme, sí, yo nunca corrí
Bajé al infierno un momento, pero volví
Peleé con Lucifer, qué bien me defendí
Pude haber estado muerto y yo sobreviví
La muerte me vino a buscar, pero me le perdí
Voy a luchar por lo mío hasta que tenga vida
Voy a matar la liga hasta que tú decidas
Voy a representar de donde vengo y lo que soy
Sé bien pa' dónde voy, tú sabe' lo que doy
Hice mucha' promesa', cumpliéndola' estoy
Para impedir que lo haga te hace falta un convoy
Guarden sus amenaza', planeen su maniobra
Mediocre' como ustede' se conforman con mis obras

Llévate de mí
Mami, es tarde ya
¿Como qué hora es?
No sé qué hora es, yo no sé
Yo no estoy pendiente a la hora, Carmen
Ya
Hmm
Es tarde, mi amor, te amo mucho, duerme
Te amo yo también
Bye, mami linda, bendición
Bendición, mi amor, Dios te bendiga

A la certeza de lo que se espera se le llama Fe
Y a la vez la convicción de aquello que no se ve
Muchas veces sentí frío, pero me calenté
Tuve pesadillas con el demonio y me le enfrenté
Dios me puso pruebas y varias las pasé
Y como no soy perfecto, en unas cuanta' fracasé
Lo sé (Ajá), ¿pero sabes cómo fue? (Wow)
Del suelo me levanté y volví y lo intenté, prra
Y sigo en pie, si estoy aquí fue que llegué
Jugué Tiro al Blanco con la vida, y socio, no fallé
Y demostré que a través de los sueños se alcanza el éxito
Soy muy intelectual para ustedes, no tienen léxico
(Me hizo la calle)
Rapero fino de categoría
Demuestro mi realeza con mi flow día a día
Yo no sabía que este día llegaría
El heredero del trono pronto se coronaría (Prra)
",0,
aventura,Hermanita,"

Como pasan los años. Ayer eramos niños,
mami y papi luchaban por nuestro porvenir.
Tú cuidabas de mí, hoy yo velo por tí.
Hermanita te adoro. Sé que no eres felíz.
Otro golpe en la cara. Esto es cada semana,
y como siempre una excusa - ¿Qué tú ganas al fin?
Que él se burle de tí. ¿Pero qué hago yo aquí?
Aunque quiero ayudarte,
tú lo aceptas así. 
Tú eres mi sangre
y mi meta es salvarte, y rezo por tí.
Hermanita él no te quiere, quiere.
Tiene como veinte mujeres
y tú lo sabes. Te maltrata,luego tú lo defiendes.
Dale mente no te conviene, que no lo ves.
Lloras - Cada vez que te pega 
Lloras - me da rabia y pena.
Lloras - Como siento tú temor.
Lloras - de sus manos puedes Morir. 
Lloras - ese hombre te hace sufrir.
Lloras - él te hizo ese moratón. 
Lloras - Cuando escupe tu cara.
Lloras - y con malas palabras.
Lloras - él se siente superior. 

Ese hombre es un animal,un cobarde
sin dignidad por pegarle a una mujer.
El no es digno de que tanto lo ames.
Piensa bien tú eres la culpable, y tú lo ves.

Mis sobrinos no deben
ver su mami correr. En tu casa hay un
monstruo y tú duermes con él. 
Anda y cuenta las horas que te ha hecho felíz. 
Luego cuenta los años que te ha hecho sufrir. 

Yo no soporto ver a mi hermana llorando. 
Ese hombre es una rata. 
No existe hombre que pueda
obligarte a estar con él.
Puedes alejarte. ¿Que no lo ves?
No es respeto, lo que yo veo es miedo.
Tú le temes a ese perro.
Que no lo ves. 

Lloras - Cuando llega a la casa.
Lloras - como un perro borracho.
Lloras - Y te pega sin razón.
Lloras - los niños sólo lo ven. 
Lloras - Le gritan daddy no.
Lloras - no le pegues otra vez. 
Lloras - Ese tipo te humilla.
Lloras - Y te habla mentiras.
Lloras - El no tiene corazón. 

Debería mejor cambiar.
Que me venga a mi a pegar.
Yo lo pongo en su lugar
",0,
alejandrosanz,Todo Sigue Igual,"

Sé que es difícil de explicar
que nunca te gustó ser héroe
que preferías ser salvado y sentirte amado
cuando de pequeños jugábamos a soldados.

Me siento bien, de que me consideres apto
para comprenderme
hoy yo seré tu confesor
seré tu amigo y protector,
pero afloja el nudo de tu garganta
no tengas miedo de afrontar la realidad,
No será más duro para mi o'r que para ti callar.

Yo quiero ser, el único testigo
de tu secreto que no hable
pero tienes que saber que todo eso ya lo sé
sorprendí tantas miradas locas, 
perdidas en la oscuridad
pero aún así, no será más duro 
para mí oir que para ti callar.

Y volviendo la mirada,
amigo no consigues nada
no te separes de mi lado
Todo sigue igual.

Ves que todo sigue igual
el cielo sigue siendo azul
hoy sigo compartiendo todo
mis risas y mis modos
conmigo tú no tienes por qué
disimular la verdad.
Tú eres así y qué, también tu me respetas
Así de esta manera.

Y si te encuentro de la mano
de algún Romeo enamorado
Sé que como quieras sé tu propia bandera
Yo sigo siendo un soldado más
y nada más
con cuidado iré para no pisar
las flores de tu libertad.

Y volviendo la mirada.
",0,
arcangel,Yo Tambin,"

Ahora to' son calle, está bien pues la calle es de ustedes
Ignorantes de la vida ignorando que cualquiera muere
Fronteale a otro, yo tengo lo qué tu no tienes
Evita hijeputa o mando un fuletazo
No me importa un carajo quien eres
Y no me menciones
No me menciones a mi en las canciones
Qué si cojo direcciones
Con los negritos me monto y hago las misiones

Tu tienes enemigos, yo también
Con el tiempo de ellos has salido, yo también
Tu tienes corillo, putas, diamantes y billetes de cien
Qué cosa cabrona mi pana, qué yo también

Tu tienes la ruta de los kilos, y yo también
La funda pa' comprar botellas en la disco, yo también
Tu tienes chavo pa' comprar mas pistolas, yo también
Qué cosa cabrona mi pana por qué yo también

Tu tienes panas que brincan el charco
Pues yo tengo panas qué son narcos
No llevo ni tres años en la calle
Y jurao' qué ya mismo me vo'a comprar un barco
Desde los trece bregando con talco
Tengo mi propio flow no lo calco
Yo te puedo pasar las maletas de burro en Aduana y nunca me defalco
¿Qué van hacer?
Yo tengo un jodio combo cabrón qué se va a amanecer
Y si siguen jodiendo hijueputas
Sus hijos no los van a ver crecer
Los míos ninguno corren por duracell
Pero al que se tire los va a conocer
Y los van a abrir de los pies a la cabeza
Pa' que ningún sastre los pueda coser
Digan lo que digan, tenemos el poder
Estoy pal problema y no vo'a resolver
Tranquilo que el día que cojan a Emanuel
Vo'a escribir mas de mil canciones con Anuel
Pero el día qué salga tengo a to' el mundo gano
No vo'a salir atrasao' como fulano
Qué te amenaza con sutano y con mengano
Y son un chorro 'e manco
No se por qué roncan que meten mano
(Pusho)

Tengo la ruta y los kilos, y en el cuello medio millo
Botellas, mujeres, diamantes
Si inventan con el palo los ilumino
Con nosotros no pueden, ya qué ninguno se atreve
Ando con setenta hijueputa dentro de la disco
El qué invente, se muere

(No-no-Noriel)
Tu tienes los tickets pa' coltas, mujeres, carros, y drogas
Cabrón yo también
Cada vez qué le meto a tu puta
Me mira, me grita y me dice qué se siente bien
Guerrear contra mi, ¿dime quién?
Frontearme a mi, ¿dime quién?
Si las coltas y los palos qué tienes adentro de la disco
Cabrón yo los tengo también
Tengo pa' frontearle a cualquiera
Guerreamo' aquí con to' el qué quiera
La J me dijo qué se va a morir to' qué tire la mala
Y en contra se uniera
Mis putas también están hechas
La ruta de los kilos es derecha
Yo no soy cliente del banco
Pa'l banco yo soy su mano derecha (Woof)

Tu te pasa diciéndole a to' el mundo por ahí que tu metes mano
Vamo' a ver si es verdad lambe bicho que tu metes mano
Me vo'a montar con Fili y con Banano
Cuando te pillemos, llama a to' tus primos y a tus hermanos
Porque te vo'a dar un pistolazo
Qué después tu vas a querer ser Cristiano
Finito me dice,
Compré treinta pistolas roncale al qué tu le quieras roncar.
Yo tengo al diablo por dentro
Y voy con los de Bayamón del sello a salirte a buscar
Yo le compre pistolas a to' los de Loma
Con quién sea la guerra la van a explotar
To' los menores con rifles y con coltas
Finito qué venga to' el qué quiera guerrear
Ah, tu entras armao' a la disco con to' tu corillo, y yo también
Le compraste pistola, a to tus soldados, y yo también
Tu tienes gente qué mata otra gente por ti, yo también
Tu tienes gente qué te venda los rifles, las balas, los peines, las coltas, yo también

",1,"Tengo la ruta y los kilos, y en el cuello medio millo
Botellas, mujeres, diamantes
Si inventan con el palo los ilumino

Cada vez qué le meto a tu puta
Me mira, me grita y me dice qué se siente bien

Mis putas también están hechas
"
monlaferte,Amor Completo,"

No, no hay nada mejor
Que probar un primer beso, y más de ti
Veo tantos colores y todos mis sentidos
Estallarán de tanto amarte

¿Cómo se puede sentir
Tantas cosas en tan poco tiempo, y no morir?
Tú puedes hacer un gran nido en mi universo
Puedes hacer lo que quieras conmigo

Yo siento que tú me queríii
Como yo te quiero
Acuéstate a mi lado
Esta noche te quiero vivir

Arrúllame, ahógame, aplástame
Desármame, cómeme, fúmame
Amor inquieto
Amor drogado
Amor completo

Oh
Cada vez que yo
Te veo y te pienso
Siento que florezco

Pero el estar tan lejos
No es fácil que no estés aquí
Y aun así puedes hacer
Lo que quieras de mí

",1,"Arrúllame, ahógame, aplástame
Desármame, cómeme, fúmame
Amor inquieto
Amor drogado
Amor completo"
antonioaguilar,A Medias De La Noche,"

A medias de la noche, te soñaba
Te soñaba abrazándote conmigo
Pero hay que sueño, tan profundo es el amor

Despierta, mamacita ya no duermas
Despierta, de ese sueño seductor
Tomaremos copas llenas de licor
Pero hay que sueño tan profundo es el amor
",0,
camila,Lgrimas,"

Lágrimas
Y vacío
Han pintado
Mi destino
Puedo oír
Cada espacio
Sabe a exilio
Y a cansancio

Deje mi país
Mis pasos y mi gente
Solamente
Quise seguirte y amarte
Y muy tarde entendí
Que para conocerte
Faltan vidas
Sobran muerte

Falta luz
Y el olvido
No me aleja de los míos
Por mi fe
Sigo vivo
Porque México
Va conmigo
",0,
alejandrofernandez,Tengo Ganas,"

Tengo ganas de acostarme con la fe de tu mirada,
y que el tiempo se detenga si es que me haces el amor,
tengo ganas de esperarte por el parque una mañana,
tengo ganas de atender a tu mas dulce petición

Tengo ganas de inventarle un mandamiento a mis pecados,
tengo ganas de ser libre amarrándome a tus pies
tengo ganas de enredarme con mi furia y tus abrazos
tengo todo de algún modo pero no te tengo a ti

Tengo ganas de entenderte 
cuando nadie te hace caso y nadie te acompaña,
tengo ganas de que te des cuenta 
que este amor secreto solo es para ti,
tengo ganas de soñar despierto 
remplazar mi soledad por tu silencio
tengo ganas de que tengas ganas de tenerme a mi
",0,
juangabriel,Hasta Que Te Conoc,"

No sabía de tristezas, ni de lagrimas, ni nada
Que me hicieran llorar
Yo sabía de cariño, de ternura,
Porque a mí desde pequeño
Eso me enseñó mamá
Eso me enseño mamá
Eso y muchas cosas más
Yo jamás sufrí, yo jamás lloré
Yo era muy feliz, yo vivía muy bien

Yo vivía tan distino, algo hermoso, algo divino
Lleno de felicidad
Yo sabía de alegrias, la belleza de la vida, 
Pero no de soledad, pero no de soledad
De eso y muchas cosas más
Yo jamas sufrí, yo jamas lloré, 
Yo era muy feliz, yo vivía muy bien

Hasta que te conocí, 
Vi la vida con dolor
No te miento, fuá feliz, 
Aunque con muy poco amor
Y muy tarde comprendí, 
Que no te debía amar
Porque ahora pienso en tí, 
Más que ayer, mucho más

Yo jamas sufrí, yo jamas lloré,
Yo era muy feliz, pero te encontré

Ahora quiero que me digas
Si valió o no la pena
El haberte conocido
Porque no te creo más
Y es que tú fuiste muy mala
Si, muy mala conmigo
Por eso no te quiero
No te quiero ver jamás
Vete, vete, vete
Vete de mi vera
Vete a dondequiera
Vete, no te quiero
No te quiero ver jamás
Vete, vete.
",0,
alejandrosanz,Iba,"

Iba
Solo, por la arena de tu amor
Iba
Solo, yo solito, solo yo
Iba
Solo, preguntando por tu Dios
Iba
Mira a dónde nos llevó el amor

Dame una razón
Dame ese dolor
Que tú tienes dentro
Ya sácalo fuera

Iba
Con el aire que soplaba alrededor
Eh, eh, eh
Mira a dónde nos llevó el amor
Iba
Loco de silencio y de tu olor

No te vayas
No te vayas de mí
No te vayas de mí otra vez
No sé vivir
No sé vivir

Iba

Dame del brasero de tu voz
Dame del sabor de tu traición
Dame tu pudor y dámelo
Dame de tus dudas el calor
Iba
",0,
monlaferte,Yo Te Qui,"

Cuando quiero
Ser tu sombra
Es difícil encontrar alguna luz
Mas cuando quiero
Ser tu agua
Vas a beber a otro rio a otra playa
Y aunque el agua del mar, sea salada
Te empecinas con la idea de beber
Mas no viendo que a tu lado
Una vertiente se está convirtiendo en barro

Yo te qui, yo te qui, yo te quiero
Con raíces pero en libertad
Yo te qui, yo te qui, yo te quiero
Pero hasta cuando te tendré yo que esperar

Cuando quiero ser tu estrella
Hay una luna deslumbrante que me opaca
Aunque sé que no soy la más bella
Este amor por ti hasta mata


",0,
carlosvives,Matilde Lina,"

Un mediodía que estuve pensando
en la mujer que me hacía soñar
las aguas claras del Río Tocaimo
me dieron fuerza para cantar

Llegó de pronto a mi pensamiento
esa bella melodía
y como nada tenía
la aproveche en el momento

Este paseo es de Leandro Díaz
pero parece de Emilianito
tiene los versos muy chiquiticos
y bajiticos de melodía

Tiene una nota muy recogida
que no parece hecho mío
y era que estaba en el río
pensando en Matilde Lina

Este sentimiento se hizo más grande
que palpitaba mi corazón
el bello canto de los turpiales
me acompañaba esta canción
canción del alma, canción querida
que para mí fue sublime

Al recordarte Matilde
sentí temor por mi vida

Si ven que un hombre llega a la Jagua
coge camino y se va pa'l Plan
esté pendiente que en la sabana
vive una hembra muy popular
es elegante todos la admiran
y en su tierra tiene fama

Cuando Matilde camina
hasta sonríe la sabana
",0,
arcangel,Habitos,"

No he conocido a ninguno que pueda alterarle sus pálpitos
Como le pasa conmigo tan solo escuchando mi voz (No, oh)
Me dijeron que pa' no recordarme ha cambiado sus hábitos
Pero se engaña porque con un dedo no se tapa el sol

Y ahora se la pasa
Buscando a ver con quién me reemplaza
Qué fue de mí, dijeron en su casa
Parece que ella nunca se va a olvidar de mí

En el perfil de su amiga (Yao'), ella pidió que me siga
Al parecer no se quedó con la intriga
De ver con quién estaba y con quién salía (Ah)
Y la verdad, eso me tiene sin cuida'o
Si camina' por mi la'o, yo voy mirando al frente
Quizá no lo diga, pero ella lo siente y se arrepiente
Aunque de toda' yo no la he supera'o
Muy de vez en cuando me llega a la mente
Pero ella no hace' parte de mi presente, qué bien se siente

(Ajá)
Nuestro futuro no se ve (Nope)
Y más cuando no existe un presente
Hace rato el amor se fue (Adiós)
No trates de engañar más tu mente
Mírame de frente (Baby)
Basta de mentiras y falsas sonrisas que mienten
No fue suficiente (Ah)
Bajarte la luna y tú comoquiera indiferente
Yo sé que al final del camino
Si así es tu destino, llegará un buen hombre otra vez
Tal vez lo tengas de frente
Y por tu inmadurez no lo ves (Austin, baby)

",0,
juangabriel,No Tengo Dinero,"

Voy por la calle de la mano platicando con mi amor
Y voy recordando cosas serias que me pueden suceder
Pues ella me pregunta que hasta cuando nos iremos a casar,
Y yo le contesto que soy pobre, que me tiene que esperar.

No tengo dinero ni nada que dar.
Lo único que tengo es amor para amar.
Si así tú me quieres, te puedo querer,
Pero si no puedes, ni modo. ¿Qué hacer?

Yo lo sé que a mi lado tú te sientes pero mucho muy feliz
Y sé que al decirte que soy pobre, no vuelves a sonreír,
Que va, yo quisiera tener todo y ponerlo a tus pies
Pero yo nací pobre y es por eso que no me puedes querer

No tengo dinero ni nada que dar.
Lo unico que tengo es amor para amar.
Si asi tu me quieres, te puedo querer,
Pero si no puedes, ni modo. ¿Qué hacer?

No tengo dinero ni nada que dar.
",0,
